seed,split,task,assumption,episode,severity,unsafe_latent,visual_ambiguity,counterintuitive_physics,language_ambiguity,sensor_noise,tool_geometry_shift,material_shift,test_cost_pressure,stress
0,nominal_household,stackable_object_placement,support_stability,0,0.889978,0.539992,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,support_stability,1,0.862115,0.529962,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,support_stability,2,0.846973,0.524510,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,support_stability,3,0.901438,0.544118,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,support_stability,4,0.852110,0.526360,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,support_stability,5,0.828864,0.517991,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,containment_or_leakage,0,0.615321,0.441115,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,containment_or_leakage,1,0.665425,0.459153,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,containment_or_leakage,2,0.648439,0.453038,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,containment_or_leakage,3,0.643760,0.451354,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,containment_or_leakage,4,0.639411,0.449788,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,containment_or_leakage,5,0.721648,0.479393,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,rigidity_or_deformation,0,0.588321,0.431396,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,rigidity_or_deformation,1,0.768083,0.496110,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,rigidity_or_deformation,2,0.614220,0.440719,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,rigidity_or_deformation,3,0.711407,0.475707,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,rigidity_or_deformation,4,0.712233,0.476004,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,rigidity_or_deformation,5,0.586490,0.430737,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,tool_reach_and_contact,0,0.672766,0.461796,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,tool_reach_and_contact,1,0.677423,0.463472,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,tool_reach_and_contact,2,0.607482,0.438294,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,tool_reach_and_contact,3,0.604985,0.437394,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,tool_reach_and_contact,4,0.699187,0.471307,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,tool_reach_and_contact,5,0.667606,0.459938,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,articulation_direction,0,0.668125,0.460125,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,articulation_direction,1,0.720854,0.479108,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,articulation_direction,2,0.674027,0.462250,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,articulation_direction,3,0.714616,0.476862,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,articulation_direction,4,0.702608,0.472539,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,articulation_direction,5,0.608796,0.438767,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,clearance_and_collision,0,0.701900,0.472284,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,clearance_and_collision,1,0.711995,0.475918,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,clearance_and_collision,2,0.730401,0.482544,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,clearance_and_collision,3,0.633868,0.447792,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,clearance_and_collision,4,0.648404,0.453026,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,clearance_and_collision,5,0.684800,0.466128,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,mass_or_inertia,0,0.650125,0.453645,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,mass_or_inertia,1,0.753900,0.491004,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,mass_or_inertia,2,0.787042,0.502935,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,mass_or_inertia,3,0.654532,0.455231,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,mass_or_inertia,4,0.692871,0.469034,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,mass_or_inertia,5,0.701226,0.472041,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,material_fragility_or_thermal,0,0.652007,0.454323,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,material_fragility_or_thermal,1,0.613027,0.440290,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,material_fragility_or_thermal,2,0.637962,0.449266,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,material_fragility_or_thermal,3,0.605873,0.437714,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,material_fragility_or_thermal,4,0.612350,0.440046,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,stackable_object_placement,material_fragility_or_thermal,5,0.648061,0.452902,0.450000,0.000000,0.220000,0.000000,0.000000,0.360000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,support_stability,0,0.709682,0.494086,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,support_stability,1,0.725736,0.499865,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,support_stability,2,0.816164,0.532419,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,support_stability,3,0.741899,0.505684,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,support_stability,4,0.677778,0.482600,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,support_stability,5,0.753223,0.509760,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,containment_or_leakage,0,0.972861,0.588830,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,containment_or_leakage,1,1.018602,0.605297,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,containment_or_leakage,2,0.997775,0.597799,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
